CODE,RG CODE,NB CODE,PLAYER,YEAR,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,,PTS / G,REB / G,AST / G,STL / G,BLK / G,TOV / G,FG%,3P%,FT%,,RESULT
Ben Coleman PHI 1989,Ben Coleman,,Ben Coleman,1989,PHI,3,23,14,6,8,0.75,0,0,0,2,2,1,2,3,5,0,1,0,1,8,,4.67,1.67,0.00,0.33,0.00,0.33,0.75,0.00,1.00,10.00,First Round
Ben Gordon CHI 2005,Ben Gordon,,Ben Gordon,2005,CHI,6,153,87,30,74,0.405,7,22,0.318,20,25,0.8,6,10,16,15,5,2,13,18,,14.50,2.67,2.50,0.83,0.33,2.17,0.41,0.32,0.80,10.00,First Round
Ben Gordon CHI 2006,Ben Gordon,,Ben Gordon,2006,CHI,6,245.3,126,43,106,0.406,15,41,0.366,25,37,0.676,5,15,20,18,6,0,17,12,,21.00,3.33,3.00,1.00,0.00,2.83,0.41,0.37,0.68,10.00,First Round
Ben Gordon CHI 2007,Ben Gordon,,Ben Gordon,2007,CHI,10,395.2,204,61,147,0.415,24,55,0.436,58,63,0.921,9,29,38,38,9,1,34,34,,20.40,3.80,3.80,0.90,0.10,3.40,0.41,0.44,0.92,100.00,Conf Semis
Ben Gordon CHI 2009,Ben Gordon,,Ben Gordon,2009,CHI,7,304.2,170,52,134,0.388,17,46,0.37,49,56,0.875,3,17,20,21,3,1,8,22,,24.29,2.86,3.00,0.43,0.14,1.14,0.39,0.37,0.88,10.00,First Round
Ben Hansbrough IND 2013,Ben Hansbrough,,Ben Hansbrough,2013,IND,6,22,0,0,5,0,0,3,0,0,0,0,1,2,3,3,0,1,2,2,,0.00,0.50,0.50,0.00,0.17,0.33,0.00,0.00,0.00,"1,000.00",Conf Finalist
Ben Kelso DET 1974,Ben Kelso,,Ben Kelso,1974,DET,1,1,0,0,2,0,,,,0,0,0,0,1,1,1,0,0,,0,,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,Conf Semis
Ben McDonald GSW 1987,Ben McDonald,,Ben McDonald,1987,GSW,5,45,2,1,11,0.091,0,2,0,0,0,0,2,4,6,9,2,0,0,8,,0.40,1.20,1.80,0.40,0.00,0.00,0.09,0.00,0.00,100.00,Conf Semis
Ben McDonald GSW 1989,Ben McDonald,,Ben McDonald,1989,GSW,5,40,6,2,10,0.2,0,3,0,2,4,0.5,4,4,8,1,3,1,4,8,,1.20,1.60,0.20,0.60,0.20,0.80,0.20,0.00,0.50,100.00,Conf Semis
Ben McLemore HOU 2020,Ben McLemore,,Ben McLemore,2020,HOU,11,129.6,44,15,40,0.375,14,36,0.389,0,0,0,2,9,11,6,4,0,3,8,,4.00,1.00,0.55,0.36,0.00,0.27,0.38,0.39,0.00,100.00,Conf Semis
Ben McLemore LAL 2021,Ben McLemore,,Ben McLemore,2021,LAL,4,35.7,6,2,9,0.222,2,6,0.333,0,0,0,1,6,7,1,1,0,1,5,,1.50,1.75,0.25,0.25,0.00,0.25,0.22,0.33,0.00,10.00,First Round
Ben Poquette CLE 1985,Ben Poquette,,Ben Poquette,1985,CLE,4,91,30,13,21,0.619,0,0,0,4,5,0.8,4,10,14,1,2,6,4,16,,7.50,3.50,0.25,0.50,1.50,1.00,0.62,0.00,0.80,10.00,First Round
Ben Schadler CHS 1948,Ben Schadler,,Ben Schadler,1948,CHS,4,0,10,5,23,0.217,,,,0,2,0,,,0,1,,,,4,,2.50,0.00,0.25,0.00,0.00,0.00,0.22,0.00,0.00,"1,000.00",Conf Finalist
Ben Scharnus CLR 1947,Ben Scharnus,,Ben Scharnus,1947,CLR,3,0,17,6,21,0.286,,,,5,9,0.556,,,0,2,,,,10,,5.67,0.00,0.67,0.00,0.00,0.00,0.29,0.00,0.56,100.00,Conf Semis
Ben Sheppard IND 2024,Ben Sheppard,Ben Sheppard,Ben Sheppard,2024,IND,17,334.5,88,31,71,43.7,19,50,38,7,9,77.8,10,41,51,17,8,1,11,32,,5.18,3.00,1.00,0.47,0.06,0.65,0.44,0.38,0.78,"1,000.00",Conf Finalist
Ben Simmons PHI 2018,Ben Simmons,Ben Simmons,Ben Simmons,2018,PHI,10,369.4,163,61,125,0.488,0,1,0,41,58,0.707,16,78,94,77,17,8,44,34,,16.30,9.40,7.70,1.70,0.80,4.40,0.49,0.00,0.71,100.00,Conf Semis
Ben Simmons PHI 2019,Ben Simmons,Ben Simmons,Ben Simmons,2019,PHI,12,420.7,167,72,116,0.621,0,0,0,23,40,0.575,24,61,85,72,15,12,32,45,,13.92,7.08,6.00,1.25,1.00,2.67,0.62,0.00,0.58,100.00,Conf Semis
Ben Simmons PHI 2021,Ben Simmons,Ben Simmons,Ben Simmons,2021,PHI,12,402.2,143,59,95,0.621,0,1,0,25,73,0.342,25,70,95,106,15,10,27,39,,11.92,7.92,8.83,1.25,0.83,2.25,0.62,0.00,0.34,100.00,Conf Semis
Ben Swain BOS 1959,Ben Swain,,Ben Swain,1959,BOS,5,27,5,2,6,0.333,,,,1,2,0.5,,,14,1,,,,4,,1.00,2.80,0.20,0.00,0.00,0.00,0.33,0.00,0.50,"100,000.00",Champion
Ben Wallace DET 2002,Ben Wallace,,Ben Wallace,2002,DET,10,408,73,28,59,0.475,0,0,0,17,39,0.436,48,113,161,12,19,26,19,24,,7.30,16.10,1.20,1.90,2.60,1.90,0.47,0.00,0.44,100.00,Conf Semis
Ben Wallace DET 2003,Ben Wallace,,Ben Wallace,2003,DET,17,722,151,53,109,0.486,0,1,0,45,101,0.446,86,191,277,28,42,52,15,50,,8.88,16.29,1.65,2.47,3.06,0.88,0.49,0.00,0.45,"1,000.00",Conf Finalist
Ben Wallace DET 2004,Ben Wallace,,Ben Wallace,2004,DET,23,925,236,93,205,0.454,0,3,0,50,117,0.427,95,233,328,44,44,56,37,58,,10.26,14.26,1.91,1.91,2.43,1.61,0.45,0.00,0.43,"100,000.00",Champion
Ben Wallace DET 2005,Ben Wallace,,Ben Wallace,2005,DET,25,979,251,102,212,0.481,0,4,0,47,102,0.461,95,187,282,25,43,59,30,65,,10.04,11.28,1.00,1.72,2.36,1.20,0.48,0.00,0.46,"10,000.00",Finalist
Ben Wallace DET 2006,Ben Wallace,,Ben Wallace,2006,DET,18,642.3,84,33,71,0.465,0,1,0,18,66,0.273,60,129,189,31,24,22,15,41,,4.67,10.50,1.72,1.33,1.22,0.83,0.46,0.00,0.27,"1,000.00",Conf Finalist
Ben Wallace CHI 2007,Ben Wallace,,Ben Wallace,2007,CHI,10,369.3,87,30,53,0.566,0,1,0,27,54,0.5,29,66,95,14,15,17,10,19,,8.70,9.50,1.40,1.50,1.70,1.00,0.57,0.00,0.50,100.00,Conf Semis
Ben Wallace CLE 2008,Ben Wallace,,Ben Wallace,2008,CLE,13,303.7,41,17,33,0.515,0,0,0,7,20,0.35,32,52,84,15,8,14,7,26,,3.15,6.46,1.15,0.62,1.08,0.54,0.52,0.00,0.35,100.00,Conf Semis
Ben Wallace CLE 2009,Ben Wallace,,Ben Wallace,2009,CLE,14,176.2,16,8,13,0.615,0,0,0,0,6,0,18,20,38,4,4,4,3,13,,1.14,2.71,0.29,0.29,0.29,0.21,0.62,0.00,0.00,"1,000.00",Conf Finalist
Ben Warley PHI 1963,Ben Warley,,Ben Warley,1963,PHI,2,9,2,0,4,0,,,,2,4,0.5,,,3,0,,,,2,,1.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,100.00,Conf Semis
Ben Warley PHI 1964,Ben Warley,,Ben Warley,1964,PHI,4,85,28,9,23,0.391,,,,10,15,0.667,,,33,2,,,,11,,7.00,8.25,0.50,0.00,0.00,0.00,0.39,0.00,0.67,100.00,Conf Semis
Ben Warley PHI 1965,Ben Warley,,Ben Warley,1965,PHI,2,6,0,0,1,0,,,,0,0,0,,,1,1,,,,1,,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,"1,000.00",Conf Finalist
Ben Warley WAS 1966,Ben Warley,,Ben Warley,1966,WAS,2,9,1,0,4,0,,,,1,1,1,,,2,0,,,,2,,0.50,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,Conf Semis
Beno Udrih SAS 2005,Beno Udrih,,Beno Udrih,2005,SAS,21,241,78,28,78,0.359,10,37,0.27,12,14,0.857,4,13,17,22,9,1,20,20,,3.71,0.81,1.05,0.43,0.05,0.95,0.36,0.27,0.86,"100,000.00",Champion
Beno Udrih SAS 2006,Beno Udrih,,Beno Udrih,2006,SAS,7,46.7,25,10,30,0.333,1,6,0.167,4,5,0.8,1,3,4,8,0,0,3,8,,3.57,0.57,1.14,0.00,0.00,0.43,0.33,0.17,0.80,100.00,Conf Semis
Beno Udrih SAS 2007,Beno Udrih,,Beno Udrih,2007,SAS,8,20.3,2,0,6,0,0,2,0,2,2,1,1,0,1,1,0,0,3,2,,0.25,0.13,0.13,0.00,0.00,0.38,0.00,0.00,1.00,"100,000.00",Champion
Beno Udrih MEM 2014,Beno Udrih,,Beno Udrih,2014,MEM,7,114.7,55,21,45,0.467,4,12,0.333,9,13,0.692,2,10,12,12,3,0,9,11,,7.86,1.71,1.71,0.43,0.00,1.29,0.47,0.33,0.69,10.00,First Round
Beno Udrih MEM 2015,Beno Udrih,,Beno Udrih,2015,MEM,10,175.2,76,31,73,0.425,4,16,0.25,10,12,0.833,4,16,20,21,5,0,4,16,,7.60,2.00,2.10,0.50,0.00,0.40,0.42,0.25,0.83,100.00,Conf Semis
Benoit Benjamin OKC 1991,Benoit Benjamin,,Benoit Benjamin,1991,OKC,5,163,69,20,41,0.488,0,0,0,29,32,0.906,7,26,33,1,3,13,11,17,,13.80,6.60,0.20,0.60,2.60,2.20,0.49,0.00,0.91,10.00,First Round
Benoit Benjamin OKC 1992,Benoit Benjamin,,Benoit Benjamin,1992,OKC,9,161,55,23,41,0.561,0,1,0,9,18,0.5,10,36,46,5,5,13,8,20,,6.11,5.11,0.56,0.56,1.44,0.89,0.56,0.00,0.50,100.00,Conf Semis
Benoit Benjamin BKN 1994,Benoit Benjamin,,Benoit Benjamin,1994,BKN,4,108,21,7,17,0.412,0,0,0,7,8,0.875,5,16,21,1,2,8,5,16,,5.25,5.25,0.25,0.50,2.00,1.25,0.41,0.00,0.88,10.00,First Round
Bernard James DAL 2014,Bernard James,,Bernard James,2014,DAL,2,7.9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,,0.00,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,10.00,First Round
Bernard James DAL 2015,Bernard James,,Bernard James,2015,DAL,1,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,First Round
Bernard King BKN 1979,Bernard King,,Bernard King,1979,BKN,2,81,52,21,42,0.5,,,,10,24,0.417,5,6,11,7,4,0,6,10,,26.00,5.50,3.50,2.00,0.00,3.00,0.50,0.00,0.42,10.00,First Round
Bernard King NYK 1983,Bernard King,,Bernard King,1983,NYK,6,184,141,56,97,0.577,1,3,0.333,28,35,0.8,8,16,24,13,2,0,10,16,,23.50,4.00,2.17,0.33,0.00,1.67,0.58,0.33,0.80,100.00,Conf Semis
Bernard King NYK 1984,Bernard King,,Bernard King,1984,NYK,12,477,417,162,282,0.574,0,1,0,93,123,0.756,28,46,74,36,14,6,31,48,,34.75,6.17,3.00,1.17,0.50,2.58,0.57,0.00,0.76,100.00,Conf Semis
Bernard King WAS 1988,Bernard King,,Bernard King,1988,WAS,5,168,69,26,53,0.491,0,0,0,17,21,0.81,3,8,11,9,3,0,14,17,,13.80,2.20,1.80,0.60,0.00,2.80,0.49,0.00,0.81,10.00,First Round
Bernard King BKN 1993,Bernard King,,Bernard King,1993,BKN,3,24,8,4,7,0.571,0,0,0,0,0,0,1,0,1,0,1,0,1,3,,2.67,0.33,0.00,0.33,0.00,0.33,0.57,0.00,0.00,10.00,First Round
Bernard Robinson BKN 2007,Bernard Robinson,,Bernard Robinson,2007,BKN,1,5.8,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,0,1,2,,0.00,1.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00,100.00,Conf Semis
Bernard Thompson POR 1985,Bernard Thompson,,Bernard Thompson,1985,POR,2,10,2,0,5,0,0,0,0,2,2,1,1,2,3,2,0,1,0,1,,1.00,1.50,1.00,0.00,0.50,0.00,0.00,0.00,1.00,100.00,Conf Semis
Bernard Toone PHI 1980,Bernard Toone,,Bernard Toone,1980,PHI,4,6,0,0,4,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,,0.00,0.25,0.25,0.00,0.00,0.00,0.00,0.00,0.00,"10,000.00",Finalist
Bertram Cook NYK 1955,Bertram Cook,,Bertram Cook,1955,NYK,1,20,8,4,6,0.667,,,,0,2,0,,,0,2,,,,3,,8.00,0.00,2.00,0.00,0.00,0.00,0.67,0.00,0.00,100.00,Conf Semis
Bevo Nordmann SAC 1962,Bevo Nordmann,,Bevo Nordmann,1962,SAC,2,5,0,0,1,0,,,,0,0,0,,,2,0,,,,1,,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,Conf Semis
Bill Bradley NYK 1968,Bill Bradley,,Bill Bradley,1968,NYK,6,64,33,12,28,0.429,,,,9,13,0.692,,,6,2,,,,7,,5.50,1.00,0.33,0.00,0.00,0.00,0.43,0.00,0.69,100.00,Conf Semis
Bill Bradley NYK 1969,Bill Bradley,,Bill Bradley,1969,NYK,10,419,160,65,141,0.461,,,,30,39,0.769,,,73,40,,,,38,,16.00,7.30,4.00,0.00,0.00,0.00,0.46,0.00,0.77,"1,000.00",Conf Finalist
Bill Bradley NYK 1970,Bill Bradley,,Bill Bradley,1970,NYK,19,616,235,100,233,0.429,,,,35,43,0.814,,,72,60,,,,59,,12.37,3.79,3.16,0.00,0.00,0.00,0.43,0.00,0.81,"100,000.00",Champion
Bill Bradley NYK 1971,Bill Bradley,,Bill Bradley,1971,NYK,12,368,126,56,132,0.424,,,,14,19,0.737,,,41,43,,,,40,,10.50,3.42,3.58,0.00,0.00,0.00,0.42,0.00,0.74,"1,000.00",Conf Finalist
Bill Bradley NYK 1972,Bill Bradley,,Bill Bradley,1972,NYK,16,594,259,106,227,0.467,,,,47,56,0.839,,,47,54,,,,66,,16.19,2.94,3.38,0.00,0.00,0.00,0.47,0.00,0.84,"10,000.00",Finalist
Bill Bradley NYK 1973,Bill Bradley,,Bill Bradley,1973,NYK,17,587,238,99,221,0.448,,,,40,50,0.8,,,57,45,,,,59,,14.00,3.35,2.65,0.00,0.00,0.00,0.45,0.00,0.80,"100,000.00",Champion
Bill Bradley NYK 1974,Bill Bradley,,Bill Bradley,1974,NYK,12,425,151,63,159,0.396,,,,25,29,0.862,8,20,28,13,7,3,,39,,12.58,2.33,1.08,0.58,0.25,0.00,0.40,0.00,0.86,"1,000.00",Conf Finalist
Bill Bradley NYK 1975,Bill Bradley,,Bill Bradley,1975,NYK,3,88,20,9,24,0.375,,,,2,2,1,4,5,9,6,2,0,,5,,6.67,3.00,2.00,0.67,0.00,0.00,0.38,0.00,1.00,10.00,First Round
Bill Bridges ATL 1963,Bill Bridges,,Bill Bridges,1963,ATL,11,204,102,41,96,0.427,,,,20,27,0.741,,,86,9,,,,31,,9.27,7.82,0.82,0.00,0.00,0.00,0.43,0.00,0.74,"1,000.00",Conf Finalist
Bill Bridges ATL 1964,Bill Bridges,,Bill Bridges,1964,ATL,12,240,64,26,83,0.313,,,,12,19,0.632,,,84,24,,,,40,,5.33,7.00,2.00,0.00,0.00,0.00,0.31,0.00,0.63,"1,000.00",Conf Finalist
Bill Bridges ATL 1965,Bill Bridges,,Bill Bridges,1965,ATL,4,145,52,21,59,0.356,,,,10,15,0.667,,,67,9,,,,19,,13.00,16.75,2.25,0.00,0.00,0.00,0.36,0.00,0.67,100.00,Conf Semis
Bill Bridges ATL 1966,Bill Bridges,,Bill Bridges,1966,ATL,10,421,203,86,170,0.506,,,,31,43,0.721,,,149,28,,,,47,,20.30,14.90,2.80,0.00,0.00,0.00,0.51,0.00,0.72,"1,000.00",Conf Finalist
Bill Bridges ATL 1967,Bill Bridges,,Bill Bridges,1967,ATL,9,369,141,48,128,0.375,,,,45,67,0.672,,,169,22,,,,36,,15.67,18.78,2.44,0.00,0.00,0.00,0.38,0.00,0.67,"1,000.00",Conf Finalist
Bill Bridges ATL 1968,Bill Bridges,,Bill Bridges,1968,ATL,6,216,94,38,75,0.507,,,,18,25,0.72,,,77,14,,,,23,,15.67,12.83,2.33,0.00,0.00,0.00,0.51,0.00,0.72,100.00,Conf Semis
Bill Bridges ATL 1969,Bill Bridges,,Bill Bridges,1969,ATL,11,442,172,69,156,0.442,,,,34,48,0.708,,,178,37,,,,48,,15.64,16.18,3.36,0.00,0.00,0.00,0.44,0.00,0.71,"1,000.00",Conf Finalist
Bill Bridges ATL 1970,Bill Bridges,,Bill Bridges,1970,ATL,9,381,104,44,110,0.4,,,,16,27,0.593,,,154,29,,,,37,,11.56,17.11,3.22,0.00,0.00,0.00,0.40,0.00,0.59,"1,000.00",Conf Finalist
Bill Bridges ATL 1971,Bill Bridges,,Bill Bridges,1971,ATL,5,229,49,23,58,0.397,,,,3,9,0.333,,,104,5,,,,17,,9.80,20.80,1.00,0.00,0.00,0.00,0.40,0.00,0.33,100.00,Conf Semis
Bill Bridges LAL 1973,Bill Bridges,,Bill Bridges,1973,LAL,17,582,152,57,136,0.419,,,,38,49,0.776,,,158,29,,,,68,,8.94,9.29,1.71,0.00,0.00,0.00,0.42,0.00,0.78,"10,000.00",Finalist
Bill Bridges LAL 1974,Bill Bridges,,Bill Bridges,1974,LAL,5,144,30,12,41,0.293,,,,6,13,0.462,14,16,30,6,7,0,,19,,6.00,6.00,1.20,1.40,0.00,0.00,0.29,0.00,0.46,100.00,Conf Semis
Bill Bridges GSW 1975,Bill Bridges,,Bill Bridges,1975,GSW,14,148,22,10,23,0.435,,,,2,7,0.286,13,36,49,7,9,4,,23,,1.57,3.50,0.50,0.64,0.29,0.00,0.43,0.00,0.29,"100,000.00",Champion
Bill Calhoun SAC 1949,Bill Calhoun,,Bill Calhoun,1949,SAC,4,0,39,13,30,0.433,,,,13,18,0.722,,,0,14,,,,6,,9.75,0.00,3.50,0.00,0.00,0.00,0.43,0.00,0.72,"1,000.00",Conf Finalist
Bill Calhoun SAC 1951,Bill Calhoun,,Bill Calhoun,1951,SAC,14,0,61,20,48,0.417,,,,21,28,0.75,,,41,20,,,,19,,4.36,2.93,1.43,0.00,0.00,0.00,0.42,0.00,0.75,"100,000.00",Champion
Bill Cartwright NYK 1981,Bill Cartwright,,Bill Cartwright,1981,NYK,2,49,20,6,17,0.353,0,0,0,8,12,0.667,4,9,13,1,1,1,6,7,,10.00,6.50,0.50,0.50,0.50,3.00,0.35,0.00,0.67,10.00,First Round
Bill Cartwright NYK 1983,Bill Cartwright,,Bill Cartwright,1983,NYK,6,172,67,25,43,0.581,0,0,0,17,22,0.773,9,25,34,4,3,7,19,25,,11.17,5.67,0.67,0.50,1.17,3.17,0.58,0.00,0.77,100.00,Conf Semis
Bill Cartwright NYK 1984,Bill Cartwright,,Bill Cartwright,1984,NYK,12,398,209,70,126,0.556,0,0,0,69,80,0.863,27,72,99,5,2,14,26,44,,17.42,8.25,0.42,0.17,1.17,2.17,0.56,0.00,0.86,100.00,Conf Semis
Bill Cartwright NYK 1988,Bill Cartwright,,Bill Cartwright,1988,NYK,4,76,29,9,18,0.5,0,0,0,11,15,0.733,8,11,19,6,0,3,8,12,,7.25,4.75,1.50,0.00,0.75,2.00,0.50,0.00,0.73,10.00,First Round
Bill Cartwright CHI 1989,Bill Cartwright,,Bill Cartwright,1989,CHI,17,583,200,72,148,0.486,0,0,0,56,80,0.7,33,88,121,20,9,12,41,70,,11.76,7.12,1.18,0.53,0.71,2.41,0.49,0.00,0.70,"1,000.00",Conf Finalist
Bill Cartwright CHI 1990,Bill Cartwright,,Bill Cartwright,1990,CHI,16,461,129,50,121,0.413,0,0,0,29,43,0.674,25,50,75,16,5,4,25,52,,8.06,4.69,1.00,0.31,0.25,1.56,0.41,0.00,0.67,"1,000.00",Conf Finalist
Bill Cartwright CHI 1991,Bill Cartwright,,Bill Cartwright,1991,CHI,17,512,162,70,135,0.519,0,0,0,22,32,0.688,25,55,80,32,9,7,21,55,,9.53,4.71,1.88,0.53,0.41,1.24,0.52,0.00,0.69,"100,000.00",Champion
Bill Cartwright CHI 1992,Bill Cartwright,,Bill Cartwright,1992,CHI,22,612,123,55,116,0.474,0,0,0,13,31,0.419,29,69,98,38,11,4,27,70,,5.59,4.45,1.73,0.50,0.18,1.23,0.47,0.00,0.42,"100,000.00",Champion
Bill Cartwright CHI 1993,Bill Cartwright,,Bill Cartwright,1993,CHI,19,444,120,46,99,0.465,0,0,0,28,36,0.778,28,57,85,29,12,3,13,51,,6.32,4.47,1.53,0.63,0.16,0.68,0.46,0.00,0.78,"100,000.00",Champion
Bill Cartwright CHI 1994,Bill Cartwright,,Bill Cartwright,1994,CHI,9,189,41,14,43,0.326,0,0,0,13,16,0.813,19,25,44,11,3,2,6,26,,4.56,4.89,1.22,0.33,0.22,0.67,0.33,0.00,0.81,100.00,Conf Semis
Bill Closs AND 1950,Bill Closs,,Bill Closs,1950,AND,8,0,91,33,109,0.303,,,,25,30,0.833,,,0,14,,,,27,,11.38,0.00,1.75,0.00,0.00,0.00,0.30,0.00,0.83,"1,000.00",Conf Finalist
Bill Closs GSW 1951,Bill Closs,,Bill Closs,1951,GSW,2,0,7,2,8,0.25,,,,3,5,0.6,,,8,5,,,,5,,3.50,4.00,2.50,0.00,0.00,0.00,0.25,0.00,0.60,100.00,Conf Semis
Bill Closs DET 1952,Bill Closs,,Bill Closs,1952,DET,1,21,5,1,6,0.167,,,,3,3,1,,,8,4,,,,0,,5.00,8.00,4.00,0.00,0.00,0.00,0.17,0.00,1.00,100.00,Conf Semis
Bill Curley MIN 1998,Bill Curley,,Bill Curley,1998,MIN,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,First Round
Bill Davis CHS 1947,Bill Davis,,Bill Davis,1947,CHS,7,0,6,2,14,0.143,,,,2,5,0.4,,,0,0,,,,10,,0.86,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.40,"10,000.00",Finalist
Bill Gabor PHI 1950,Bill Gabor,,Bill Gabor,1950,PHI,10,0,76,25,97,0.258,,,,26,31,0.839,,,0,25,,,,27,,7.60,0.00,2.50,0.00,0.00,0.00,0.26,0.00,0.84,"10,000.00",Finalist
Bill Gabor PHI 1951,Bill Gabor,,Bill Gabor,1951,PHI,7,0,63,27,72,0.375,,,,9,14,0.643,,,20,18,,,,24,,9.00,2.86,2.57,0.00,0.00,0.00,0.38,0.00,0.64,"1,000.00",Conf Finalist
Bill Gabor PHI 1952,Bill Gabor,,Bill Gabor,1952,PHI,7,80,34,11,33,0.333,,,,12,16,0.75,,,6,10,,,,16,,4.86,0.86,1.43,0.00,0.00,0.00,0.33,0.00,0.75,"1,000.00",Conf Finalist
Bill Gabor PHI 1953,Bill Gabor,,Bill Gabor,1953,PHI,2,28,18,5,12,0.417,,,,8,13,0.615,,,3,2,,,,12,,9.00,1.50,1.00,0.00,0.00,0.00,0.42,0.00,0.62,100.00,Conf Semis
Bill Gabor PHI 1954,Bill Gabor,,Bill Gabor,1954,PHI,10,196,76,24,83,0.289,,,,28,40,0.7,,,28,19,,,,36,,7.60,2.80,1.90,0.00,0.00,0.00,0.29,0.00,0.70,"10,000.00",Finalist
Bill Garnett DAL 1984,Bill Garnett,,Bill Garnett,1984,DAL,8,74,38,15,30,0.5,1,1,1,7,8,0.875,10,12,22,4,0,2,1,10,,4.75,2.75,0.50,0.00,0.25,0.13,0.50,1.00,0.88,100.00,Conf Semis
Bill Hanzlik OKC 1982,Bill Hanzlik,,Bill Hanzlik,1982,OKC,8,203,52,16,34,0.471,0,1,0,20,22,0.909,10,22,32,20,6,5,13,26,,6.50,4.00,2.50,0.75,0.63,1.63,0.47,0.00,0.91,100.00,Conf Semis
Bill Hanzlik DEN 1983,Bill Hanzlik,,Bill Hanzlik,1983,DEN,8,157,54,20,50,0.4,0,2,0,14,17,0.824,3,22,25,21,6,5,11,26,,6.75,3.13,2.63,0.75,0.63,1.38,0.40,0.00,0.82,100.00,Conf Semis
Bill Hanzlik DEN 1984,Bill Hanzlik,,Bill Hanzlik,1984,DEN,5,82,28,11,19,0.579,0,2,0,6,6,1,3,5,8,21,3,0,6,16,,5.60,1.60,4.20,0.60,0.00,1.20,0.58,0.00,1.00,10.00,First Round
Bill Hanzlik DEN 1985,Bill Hanzlik,,Bill Hanzlik,1985,DEN,15,310,120,45,92,0.489,0,1,0,30,41,0.732,24,22,46,33,14,6,22,57,,8.00,3.07,2.20,0.93,0.40,1.47,0.49,0.00,0.73,"1,000.00",Conf Finalist
Bill Hanzlik DEN 1986,Bill Hanzlik,,Bill Hanzlik,1986,DEN,6,102,44,15,28,0.536,1,1,1,13,16,0.813,2,4,6,19,1,1,7,12,,7.33,1.00,3.17,0.17,0.17,1.17,0.54,1.00,0.81,100.00,Conf Semis
Bill Hanzlik DEN 1987,Bill Hanzlik,,Bill Hanzlik,1987,DEN,3,76,25,8,25,0.32,0,2,0,9,15,0.6,0,6,6,7,4,0,3,6,,8.33,2.00,2.33,1.33,0.00,1.00,0.32,0.00,0.60,10.00,First Round
Bill Hanzlik DEN 1988,Bill Hanzlik,,Bill Hanzlik,1988,DEN,11,212,58,20,56,0.357,0,8,0,18,26,0.692,11,18,29,26,5,9,14,40,,5.27,2.64,2.36,0.45,0.82,1.27,0.36,0.00,0.69,100.00,Conf Semis
Bill Hanzlik DEN 1989,Bill Hanzlik,,Bill Hanzlik,1989,DEN,3,106,38,14,33,0.424,3,6,0.5,7,12,0.583,6,14,20,9,5,1,2,13,,12.67,6.67,3.00,1.67,0.33,0.67,0.42,0.50,0.58,10.00,First Round
Bill Hanzlik DEN 1990,Bill Hanzlik,,Bill Hanzlik,1990,DEN,3,79,21,5,17,0.294,1,3,0.333,10,10,1,5,5,10,11,5,2,2,13,,7.00,3.33,3.67,1.67,0.67,0.67,0.29,0.33,1.00,10.00,First Round
Bill Henry ATL 1950,Bill Henry,,Bill Henry,1950,ATL,3,0,9,2,17,0.118,,,,5,9,0.556,,,0,5,,,,14,,3.00,0.00,1.67,0.00,0.00,0.00,0.12,0.00,0.56,100.00,Conf Semis
Bill Henry ATL 1950,Bill Henry,,Bill Henry,1950,ATL,3,0,9,2,17,0.118,,,,5,9,0.556,,,0,5,,,,14,,3.00,0.00,1.67,0.00,0.00,0.00,0.12,0.00,0.56,100.00,Conf Semis
Bill Hewitt LAL 1969,Bill Hewitt,,Bill Hewitt,1969,LAL,15,412,140,61,151,0.404,,,,18,29,0.621,,,78,17,,,,40,,9.33,5.20,1.13,0.00,0.00,0.00,0.40,0.00,0.62,"10,000.00",Finalist
Bill Hosket NYK 1969,Bill Hosket,,Bill Hosket,1969,NYK,4,22,6,3,6,0.5,,,,0,1,0,,,7,2,,,,3,,1.50,1.75,0.50,0.00,0.00,0.00,0.50,0.00,0.00,"1,000.00",Conf Finalist
Bill Hosket NYK 1970,Bill Hosket,,Bill Hosket,1970,NYK,5,29,11,4,10,0.4,,,,3,4,0.75,,,5,2,,,,6,,2.20,1.00,0.40,0.00,0.00,0.00,0.40,0.00,0.75,"100,000.00",Champion
