,,YEAR,PLAYER,NB CODE,POS,BODY FAT %,HAND SIZE,WEIGHT (LBS),HEIGHT,STANDING,WINGSPAN,HEIGHT W/O SHOES,WINGSPAN,STANDING REACH,LANE AGILITY,SHUTTLE RUN,3/4 SPRINT,STANDING VERT,MAX VERT,MAX BENCH
-2022,,2022,Aminu Mohammed,Aminu Mohammed,SGSF,5.10%,83.125,212.8,75.5,104,83,6' 3.50'',6' 11.00'',8' 8.00'',11.54,3.04,3.33,29.5,36,
3,2025,2022,Andrew Nembhard,Andrew Nembhard,PG,4.40%,76,195.6,75,99,77.75,6' 3.00'',6' 5.75'',8' 3.00'',10.46,3.02,3.26,26.5,35,
3,2025,2022,Bennedict Mathurin,Bennedict Mathurin,SG,5.70%,82.875,204.6,76.5,104,81,6' 4.50'',6' 9.00'',8' 8.00'',,,,,,
3,2025,2022,Blake Wesley,Blake Wesley,SG,5.60%,74.25,187.2,75,103,81.25,6' 3.00'',6' 9.25'',8' 7.00'',11.55,3.25,3.21,30,36,
3,2025,2022,Bryce McGowens,Bryce McGowens,SG,5.40%,83.125,181.2,77.25,103.5,80.75,6' 5.25'',6' 8.75'',8' 7.50'',11.12,3.16,3.27,29.5,34,
3,2025,2022,Christian Braun,Christian Braun,SG,6.20%,68,209.2,77.5,99.5,78.5,6' 5.50'',6' 6.50'',8' 3.50'',11,3.13,3.16,33.5,40,
3,2025,2022,Christian Koloko,Christian Koloko,C,5.70%,96.75,221,82.75,113,89.25,6' 10.75'',7' 5.25'',9' 5.00'',11.3,3.19,3.27,28,33.5,
3,2025,2022,Collin Gillespie,Collin Gillespie,PG,8.60%,74.25,195.8,73.5,98,76,6' 1.50'',6' 4.00'',8' 2.00'',10.95,3.01,3.21,26.5,33,
3,2025,2022,Dalen Terry,Dalen Terry,SG,5.40%,76.5,195.2,78,106,84.75,6' 6.00'',7' 0.75'',8' 10.00'',,,,,,
3,2025,2022,David Roddy,David Roddy,PF,11.60%,87.5,260.8,76.5,105,83.5,6' 4.50'',6' 11.50'',8' 9.00'',10.75,3.1,3.22,27,35.5,
2,2024,2022,Dereon Seabron,Dereon Seabron,SG,4.00%,80.75,182.4,76.75,103.5,80.75,6' 4.75'',6' 8.75'',8' 7.50'',11.03,3.04,3.12,30.5,38,
3,2025,2022,Dominick Barlow,Dominick Barlow,PF,5.90%,94.5,221,80.75,108.5,87,6' 8.75'',7' 3.00'',9' 0.50'',11.29,3.19,3.33,28.5,34,
3,2025,2022,Drew Timme,Drew Timme,C,15.70%,90,231.6,80.25,107.5,86,6' 8.25'',7' 2.00'',8' 11.50'',11.71,3.31,3.38,25.5,31.5,
3,2025,2022,Dyson Daniels,Dyson Daniels,SG,4.90%,82.875,195.2,78,105,82.5,6' 6.00'',6' 10.50'',8' 9.00'',10.81,2.81,3.22,29,34,
3,2025,2022,EJ Liddell,E.J. Liddell,PF,12.20%,76.3125,243,77.5,103.5,83.75,6' 5.50'',6' 11.75'',8' 7.50'',11.11,3.23,3.26,35.5,38,
-2022,,2022,Gabriele Procida,Gabriele Procida,SGSF,3.80%,74,192.8,77.75,106,80,6' 5.75'',6' 8.00'',8' 10.00'',11.02,3.14,3.07,29.5,35,
3,2025,2022,Harrison Ingram,Harrison Ingram,SF,8.30%,90,232.8,77.25,103.5,84.25,6' 5.25'',7' 0.25'',8' 7.50'',11.83,3.26,3.31,29.5,35,
-2022,,2022,Hugo Besson,Hugo Besson,SG,8.80%,63.75,180.4,76.5,102,77.5,6' 4.50'',6' 5.50'',8' 6.00'',11.36,3.25,3.4,24.5,31.5,
,,2022,Iverson Molinar,Iverson Molinar,PG,4.80%,80.75,183.2,74.25,101,80,6' 2.25'',6' 8.00'',8' 5.00'',11.23,3.1,3.19,31,38,
3,2025,2022,Jabari Walker,Jabari Walker,PF,12.10%,85.3125,213.8,78.75,105,82.75,6' 6.75'',6' 10.75'',8' 9.00'',11.53,3.12,3.24,29.5,32.5,
3,2025,2022,Jake LaRavia,Jake LaRavia,PF,9.00%,87.125,227.2,78.75,104,81.5,6' 6.75'',6' 9.50'',8' 8.00'',10.58,2.89,3.37,27.5,34,
3,2025,2022,Jalen Williams,Jalen Williams,SG,8.90%,80.75,209.2,76.5,105.5,86.25,6' 4.50'',7' 2.25'',8' 9.50'',11.13,3.17,3.11,33.5,39,
3,2025,2022,Jaylin Williams,Jaylin Williams,C,8.00%,89.25,236.6,80.75,108.5,85,6' 8.75'',7' 1.00'',9' 0.50'',11.64,3.1,3.5,24.5,30,
3,2025,2022,JD Davison,JD Davison,PG,7.80%,80.75,191.8,72.5,99.5,78.5,6' 0.50'',6' 6.50'',8' 3.50'',11.38,3.23,3.26,30,37,
-2022,,2022,Jean Montero,Jean Montero,PG,7.40%,70,171.8,73,98.5,77.25,6' 1.00'',6' 5.25'',8' 2.50'',11.19,3.17,3.17,29.5,37,
1,2023,2022,John Butler,John Butler,PF,4.70%,74.375,174.4,83.75,112,86.25,6' 11.75'',7' 2.25'',9' 4.00'',11.16,3.04,3.33,26.5,28.5,
3,2025,2022,Johnny Davis,Johnny Davis,PG,6.70%,87.125,196.4,76.25,103.5,80.5,6' 4.25'',6' 8.50'',8' 7.50'',,,,,,
3,2025,2022,Johnny Juzang,Johnny Juzang,SG,7.50%,80.75,208.6,77.25,102.5,83,6' 5.25'',6' 11.00'',8' 6.50'',11.03,3.17,3.29,27.5,32.5,
3,2025,2022,Julian Champagnie,Julian Champagnie,SF,7.10%,80.9375,212.4,78.25,107,82,6' 6.25'',6' 10.00'',8' 11.00'',12.38,3.2,3.2,26,32,
3,2025,2022,Julian Strawther,Julian Strawther,SF,7.90%,70.125,207.6,77.75,104.5,81.5,6' 5.75'',6' 9.50'',8' 8.50'',10.3,3.37,3.26,28.5,35,
-2022,,2022,Justin Lewis,Justin Lewis,PF,7.30%,94.5,235.4,78.25,105.5,86.5,6' 6.25'',7' 2.50'',8' 9.50'',11.49,3.02,3.23,32.5,35,
2,2024,2022,Kendall Brown,Kendall Brown,SF,4.90%,81,201.2,78.25,103,83,6' 6.25'',6' 11.00'',8' 7.00'',11.57,3.05,3.29,31.5,41,
1,2023,2022,Kennedy Chandler,Kennedy Chandler,PG,4.40%,80.75,172.2,71.5,97,77.25,5' 11.50'',6' 5.25'',8' 1.00'',10.73,2.89,,31,41.5,
3,2025,2022,Keon Ellis,Keon Ellis,SG,3.80%,74,167.4,75.5,102,80.5,6' 3.50'',6' 8.50'',8' 6.00'',10.87,3.02,3.18,28,35.5,
-2022,,2022,Kofi Cockburn,Kofi Cockburn,C,8.20%,99.9375,293,83,110.5,88.25,6' 11.00'',7' 4.25'',9' 2.50'',12.11,3.31,3.33,29.5,32.5,
3,2025,2022,Leonard Miller,Leonard Miller,SF,5.70%,97.125,211,80.5,106.5,86,6' 8.50'',7' 2.00'',8' 10.50'',11.11,3.02,3.36,30,36.5,
3,2025,2022,Malaki Branham,Malaki Branham,SG,6.10%,82.875,194.8,76,102.5,82,6' 4.00'',6' 10.00'',8' 6.50'',11.38,3.09,3.17,29,35,
3,2025,2022,MarJon Beauchamp,MarJon Beauchamp,SG,5.30%,81,196.6,77.25,106,84.75,6' 5.25'',7' 0.75'',8' 10.00'',,,,,,
3,2025,2022,Mark Williams,Mark Williams,C,5.40%,87.75,242.4,84,117,90.5,7' 0.00'',7' 6.50'',9' 9.00'',,,,,,
-2022,,2022,Matteo Spagnolo,Matteo Spagnolo,PG,8.60%,82.5,196.2,76,102,80,6' 4.00'',6' 8.00'',8' 6.00'',11.42,3.16,3.4,25.5,31.5,
-2022,,2022,Matthew Mayer,Matthew Mayer,SF,11.10%,92.25,216.4,80,105,82.5,6' 8.00'',6' 10.50'',8' 9.00'',10.74,,3.39,25.5,31.5,
3,2025,2022,Max Christie,Max Christie,SG,4.80%,68,189.2,76.25,102.5,80.75,6' 4.25'',6' 8.75'',8' 6.50'',10.82,3.02,3.07,32,37.5,
1,2023,2022,Michael Foster,Michael Foster,C,6.20%,87.5,236.6,79.75,109.5,84.25,6' 7.75'',7' 0.25'',9' 1.50'',11.49,3.1,3.22,28,32.5,
3,2025,2022,Moussa Diabate,Moussa Diabate,C,2.70%,89.25,216.6,81.25,109.5,86.5,6' 9.25'',7' 2.50'',9' 1.50'',11.16,2.9,3.26,29,36.5,
3,2025,2022,Nikola Jovic,Nikola Jovic,SF,7.40%,85.3125,222.6,81.5,108.5,84.25,6' 9.50'',7' 0.25'',9' 0.50'',,,,,,
3,2025,2022,Ochai Agbaji,Ochai Agbaji,SG,5.40%,83.125,216.8,76.5,104,82.25,6' 4.50'',6' 10.25'',8' 8.00'',10.77,3.11,3.13,32,39,
3,2025,2022,Orlando Robinson,Orlando Robinson,C,9.50%,87.5,244.4,81.75,111,88,6' 9.75'',7' 4.00'',9' 3.00'',11.4,3.23,3.55,23,27.5,
3,2025,2022,Patrick Baldwin,Patrick Baldwin Jr.,SF,8.90%,83.125,230.8,81.25,110.5,85.75,6' 9.25'',7' 1.75'',9' 2.50'',12.25,3.3,3.45,23.5,26.5,
3,2025,2022,Peyton Watson,Peyton Watson,SF,5.20%,80.75,203.4,78.75,107.5,84.5,6' 6.75'',7' 0.50'',8' 11.50'',11.03,3.24,3.28,28,33.5,
3,2025,2022,Ron Harper Jr,Ron Harper Jr.,SF,14.30%,95,240.4,76,105.5,85.25,6' 4.00'',7' 1.25'',8' 9.50'',11.41,3.24,3.4,26,30.5,
3,2025,2022,Ryan Rollins,Ryan Rollins,SG,5.00%,68,179.2,74,100.5,81.75,6' 2.00'',6' 9.75'',8' 4.50'',11.26,3.28,3.07,30.5,36.5,
3,2025,2022,Scotty Pippen Jr,Scotty Pippen Jr.,PG,5.30%,69.75,180,72,95.5,77.75,6' 0.00'',6' 5.75'',7' 11.50'',11.07,3.1,3.21,30.5,37.5,
3,2025,2022,Shaedon Sharpe,Shaedon Sharpe,SG,4.80%,83.25,198,76.25,103.5,83.5,6' 4.25'',6' 11.50'',8' 7.50'',,,,,,
3,2025,2022,Tari Eason,Tari Eason,PF,5.90%,101.75,217.4,78.75,107.5,86,6' 6.75'',7' 2.00'',8' 11.50'',,,,,,
2,2024,2022,Terquavion Smith,Terquavion Smith,SG,3.80%,68,165.2,74.25,98,78.5,6' 2.25'',6' 6.50'',8' 2.00'',10.63,3.03,3.14,30.5,38.5,
-2022,,2022,Trevion Williams,Trevion Williams,C,10.80%,92.25,264.6,79.25,108.5,86.75,6' 7.25'',7' 2.75'',9' 0.50'',12.75,3.46,3.48,27.5,30,
1,2023,2022,Trevor Keels,Trevor Keels,SG,13.50%,74.25,223.8,75.25,101,79.25,6' 3.25'',6' 7.25'',8' 5.00'',11.33,3.32,3.27,24.5,31,
3,2025,2022,TyTy Washington,TyTy Washington Jr.,SG,12.00%,78.625,196.4,74.25,99.5,80,6' 2.25'',6' 8.00'',8' 3.50'',,,,,,
3,2025,2022,Walker Kessler,Walker Kessler,C,14.70%,72.25,256,84.25,113,88.25,7' 0.25'',7' 4.25'',9' 5.00'',,,,,,
3,2025,2022,Wendell Moore,Wendell Moore,SG,7.50%,89.6875,217.2,76.25,101,84.5,6' 4.25'',7' 0.50'',8' 5.00'',10.94,3.21,3.3,32.5,38.5,
,2022,2021,Aaron Henry,Aaron Henry,SF,5.60%,78.625,209.6,76.5,103.5,82.75,6'4.5'',6'10.75'',8'7.5'',11.68,3.18,3.07,29,35,
4,2025,2021,Aaron Wiggins,Aaron Wiggins,SGSF,5.00%,74.375,190,76.5,103,81.75,6'4.5'',6'9.75'',8'7.0'',11.2,3,3.04,29.5,36,
4,2025,2021,AJ Lawson,AJ Lawson,SGSF,3.90%,78.625,179.2,78,100,78.75,6'6.0'',6'6.75'',8'4.0'',10.78,3.02,2.98,33,41,
4,2025,2021,Ariel Hukporti,Ariel Hukporti,C,8.10%,90.25,246,82.75,111.5,86.5,6'10.75'',7'2.5'',9'3.5'',12.2,3.53,3.12,24.5,31,
4,2025,2021,Austin Reaves,Austin Reaves,SG,11.00%,66,197.2,76.5,101,78.25,6'4.5'',6'6.25'',8'5.0'',10.94,3.19,3.07,25,35,
4,2025,2021,Ayo Dosunmu,Ayo Dosunmu,SG,4.90%,74.375,194.4,75.5,96.5,82.25,6'3.5'',6'10.25'',8'0.5'',11.51,3.24,3.23,32.5,39,
4,2025,2021,BJ Boston,Brandon Boston Jr.,SF,6.00%,87.75,188,77.75,104,82.75,6'5.75'',6'10.75'',8'8.0'',,,,,,
4,2025,2021,Bones Hyland,Nah'Shon Hyland,SG,5.80%,78.75,169,74,101.5,81.25,6'2.0'',6'9.25'',8'5.5'',10.53,3.17,3.1,26.5,34,
2,2023,2021,Carlik Jones,Carlik Jones,PG,4.50%,74.25,173.6,72,97.5,77,6'0.0'',6'5.0'',8'1.5'',10.96,3.23,3.16,31.5,36,
4,2025,2021,Charles Bassey,Charles Bassey,C,5.90%,85.5,230.2,81.25,107.5,87,6'9.25'',7'3.0'',8'11.5'',12.65,3.27,3.53,29,33,7
4,2025,2021,Corey Kispert,Corey Kispert,SF,6.80%,87.5,223.8,78,102,79,6'6.0'',6'7.0'',8'6.0'',10.91,2.99,3.12,30,37.5,
4,2025,2021,Daishen Nix,Daishen Nix,PG,11.80%,76.5,225.6,75,100,78.75,6'3.0'',6'6.75'',8'4.0'',11.72,3.18,3,29.5,36.5,
4,2025,2021,David Duke,David Duke Jr.,SG,5.90%,76.5,203.6,76.25,102.5,80.75,6'4.25'',6'8.75'',8'6.5'',11.21,3.19,3.08,30,39,
1,2022,2021,David Johnson,David Johnson,SG,7.50%,70.125,202.8,75.25,104,82.5,6'3.25'',6'10.5'',8'8.0'',12.02,3.2,3.03,33,39,
4,2025,2021,Davion Mitchell,Davion Mitchell,PG,6.20%,72.1875,202.4,72,96.5,76.25,6'0.0'',6'4.25'',8'0.5'',,,,,,
-2021,,2021,DJ Steward,DJ Steward,PG,5.00%,76.5,162.2,72.75,98.5,79,6'0.75'',6'7.0'',8'2.5'',11.14,3.1,3.08,34.5,38.5,
2,2023,2021,Duane Washington Jr,Duane Washington Jr.,SG,5.10%,76.5625,196.8,74.25,101,79.75,6'2.25'',6'7.75'',8'5.0'',11.5,3.06,3.17,29.5,35.5,
3,2024,2021,Greg Brown,Greg Brown III,PF,5.50%,87.75,206.4,79.25,107,84.25,6'7.25'',7'0.25'',8'11.0'',10.98,2.98,3.19,33.5,39,
4,2025,2021,Herb Jones,Herbert Jones,SF,5.80%,76.5,206.4,78,106,84.25,6'6.0'',7'0.25'',8'10.0'',11.02,3.17,3.25,28.5,36.5,
3,2024,2021,Isaiah Livers,Isaiah Livers,SF,9.40%,85.5,231.8,77.75,104.5,81.25,6'5.75'',6'9.25'',8'8.5'',,,,,,
4,2025,2021,Isaiah Mobley,Isaiah Mobley,PF,12.90%,90,238,80,107.5,87,6'8.0'',7'3.0'',8'11.5'',12.7,3.5,3.3,26.5,32,
2,2023,2021,Isaiah Todd,Isaiah Todd,PF,6.20%,87.75,219,80.75,107.5,85.25,6'8.75'',7'1.25'',8'11.5'',11.38,3.25,3.31,28.5,35.5,
4,2025,2021,Jaden Springer,Jaden Springer,SG,6.30%,82.875,202,75,99,79.75,6'3.0'',6'7.75'',8'3.0'',11.46,3.1,3.13,34.5,41.5,
4,2025,2021,Jalen Johnson,Jalen Johnson,PF,4.50%,102.375,209.6,79.75,106,84.25,6'7.75'',7'0.25'',8'10.0'',,,,,,
3,2024,2021,James Bouknight,James Bouknight,SG,5.50%,78.75,190,75.5,101.5,80.25,6'3.5'',6'8.25'',8'5.5'',,,,,,
4,2025,2021,Jared Butler,Jared Butler,PG,5.10%,70.125,193,74.25,98.5,76,6'2.25'',6'4.0'',8'2.5'',,,,,,
3,2024,2021,Jason Preston,Jason Preston,PG,5.45%,78.625,180.6,75,100.5,80.5,6'3.0'',6'8.5'',8'4.5'',10.82,3.08,3.13,30.5,38.5,
4,2025,2021,Jeremiah Robinson-Earl,Jeremiah RobinsonEarl,PF,8.90%,87.75,242.4,79.75,105.5,81.75,6'7.75'',6'9.75'',8'9.5'',11.64,3.15,3.29,27,32,
4,2025,2021,Jericho Sims,Jericho Sims,C,5.50%,87.75,250.2,81,106,87.25,6'9.0'',7'3.25'',8'10.0'',11.59,3.38,3.05,37,44.5,
2,2023,2021,Joe Wieskamp,Joe Wieskamp,SF,4.10%,78.625,204.8,77.75,103,83,6'5.75'',6'11.0'',8'7.0'',10.7,3.18,3.04,30,42,
-2021,,2021,John Petty Jr.,John Petty Jr.,SG,5.60%,76.5,186.2,76.5,103.5,81.5,6'4.5'',6'9.5'',8'7.5'',11.51,3.17,3.35,27.5,34,
4,2025,2021,Johnny Juzang,Johnny Juzang,SG,8.00%,80.75,209,77.5,100.5,82.5,6'5.5'',6'10.5'',8'4.5'',11.03,3.17,3.29,27.5,32.5,
4,2025,2021,Josh Christopher,Josh Christopher,SG,5.80%,74.375,214.8,75.25,101,81.25,6'3.25'',6'9.25'',8'5.0'',11.32,3.3,3.14,29.5,37.5,
3,2024,2021,Josh Primo,Joshua Primo,SG,6.30%,90,189,76,102.5,81.25,6'4.0'',6'9.25'',8'6.5'',10.97,3.36,3.22,30.5,37.5,
4,2025,2021,JT Thor,JT Thor,PF,6.10%,87.875,203,80.5,110,87.25,6'8.5'',7'3.25'',9'2.0'',12.19,3.08,3.06,31.5,35,
4,2025,2021,Julian Champagnie,Julian Champagnie,SF,8.00%,76.5,217.4,78.5,106.5,82,6'6.5'',6'10.0'',8'10.5'',12.38,3.2,3.2,26,32,
4,2025,2021,Justin Champagnie,Justin Champagnie,PF,6.30%,74.375,206.4,77.75,104,81.5,6'5.75'',6'9.5'',8'8.0'',11.94,3.14,3.34,27,35,
4,2025,2021,Kai Jones,Kai Jones,PF,4.70%,85.5,221.4,82,110.5,85.75,6'10.0'',7'1.75'',9'2.5'',,,,,,
4,2025,2021,Keon Johnson,Keon Johnson,SG,4.40%,76.5,184.8,75.5,97,79.25,6'3.5'',6'7.25'',8'1.0'',11.45,3.2,3,41.5,48,
4,2025,2021,Kessler Edwards,Kessler Edwards,PF,4.30%,70.125,203,79,106,83.25,6'7.0'',6'11.25'',8'10.0'',11.3,3.38,3.25,28,37,
4,2025,2021,Luka Garza,Luka Garza,C,11.70%,83.25,242.8,82,107.5,85.5,6'10.0'',7'1.5'',8'11.5'',11.9,3.38,3.51,24,29.5,
-2021,,2021,Makur Maker,Makur Maker,C,14.50%,83.125,232.2,82.25,112,85.75,6'10.25'',7'1.75'',9'4.0'',11.87,3.28,3.34,25.5,31,
4,2025,2021,Marcus Bagley,Marcus Bagley,SF,7.50%,74.375,216.8,78,102.5,83,6'6.0'',6'11.0'',8'6.5'',12.26,3.1,3.17,32.5,38.5,
-2021,,2021,Marcus Zegarowski,Marcus Zegarowski,PG,7.20%,76,180.8,72.75,96,74.75,6'0.75'',6'2.75'',8'0.0'',11.47,3.26,3.11,30,35.5,
3,2024,2021,Matthew Hurt,Matt Hurt,PF,15.20%,81,232.4,80.5,106.5,81.5,6'8.5'',6'9.5'',8'10.5'',11.44,3.25,3.34,25.5,32.5,
-2021,,2021,Max Abmas,Max Abmas,PG,5.50%,62,161.8,70.5,94,73.75,5'10.5'',6'1.75'',7'10.0'',10.9,3.49,3.12,28.5,32.5,
2,2023,2021,McKinley Wright,McKinley Wright IV,PG,6.70%,76.5,192.2,71.25,94,77.25,5'11.25'',6'5.25'',7'10.0'',10.76,3.12,3.08,31.5,38,
4,2025,2021,Miles McBride,Miles McBride,PG,6.00%,85.5,195.2,73,99.5,80.75,6'1.0'',6'8.75'',8'3.5'',11.08,3.13,3.1,31,38.5,
4,2025,2021,Moses Moody,Moses Moody,SG,6.80%,90,210.6,76.5,105,84.75,6'4.5'',7'0.75'',8'9.0'',,,,,,
1,2022,2021,Moses Wright,Moses Wright,PF,5.60%,85.5,225.8,79.75,107,84.75,6'7.75'',7'0.75'',8'11.0'',11.2,3.42,3.15,31.5,38,
4,2025,2021,Neemias Queta,Neemias Queta,C,7.60%,97.125,248.4,83.25,112.5,88,6'11.25'',7'4.0'',9'4.5'',12.04,3.45,3.73,24,32.5,1
4,2025,2021,Ochai Agbaji,Ochai Agbaji,SG,4.15%,78.75,214.4,76.5,103.5,82,6'4.5'',6'10.0'',8'7.5'',10.77,3.11,3.13,32,39,
4,2025,2021,Quentin Grimes,Quentin Grimes,SG,6.60%,85,209.8,76,101,80,6'4.0'',6'8.0'',8'5.0'',10.83,3.28,3.2,27.5,36,6
3,2024,2021,RaiQuan Gray,RaiQuan Gray,PF,17.30%,83.25,268.6,78.5,105,82.75,6'6.5'',6'10.75'',8'9.0'',11.69,3.3,3.25,26.5,31.5,
-2021,,2021,Roko Prkacin,Roko Prkacin,PF,7.00%,80.9375,225.4,79.5,107,83,6'7.5'',6'11.0'',8'11.0'',,,,,,
4,2025,2021,Sam Hauser,Sam Hauser,SF,7.90%,74.25,217.4,78.75,102,81.25,6'6.75'',6'9.25'',8'6.0'',11.14,3.07,3.34,28.5,34.5,
4,2025,2021,Sandro Mamukelashvili,Sandro Mamukelashvili,C,7.80%,85.5,239.8,81,106.5,85.25,6'9.0'',7'1.25'',8'10.5'',11.63,3.3,3.21,30.5,36.5,
4,2025,2021,Scottie Barnes,Scottie Barnes,SF,5.30%,94.8125,225.4,79,108,86.75,6'7.0'',7'2.75'',9'0.0'',10.88,2.99,3.14,36,39.5,
1,2022,2021,Scottie Lewis,Scottie Lewis,SF,4.70%,85.3125,187.6,76,101.5,84,6'4.0'',7'0.0'',8'5.5'',10.45,3.03,2.98,34,42,
4,2025,2021,Terrence Shannon,Terrence Shannon Jr.,SF,6.70%,64,206.6,77.5,100,80.25,6'5.5'',6'8.25'',8'4.0'',11.51,3.12,3.21,32.5,39.5,
4,2025,2021,Tre Mann,Tre Mann,PG,4.10%,72,177.6,75.25,98.5,76,6'3.25'',6'4.0'',8'2.5'',,,,,,
4,2025,2021,Trendon Watford,Trendon Watford,PF,10.10%,90.25,237.4,79.5,105,86.25,6'7.5'',7'2.25'',8'9.0'',11.69,3.23,3.27,28,35,
4,2025,2021,Trey Murphy,Trey Murphy III,SF,8.10%,76.5,206,79.5,105.5,84,6'7.5'',7'0.0'',8'9.5'',11.65,3.32,3.14,34,38,
1,2022,2021,Yves Pons,Yves Pons,PF,4.00%,83.25,206.4,77.5,104,84.75,6'5.5'',7'0.75'',8'8.0'',10.89,3.05,3.1,36,42.5,
4,2025,2021,Ziaire Williams,Ziaire Williams,SF,4.40%,78.75,188.4,80.25,106.5,82.25,6'8.25'',6'10.25'',8'10.5'',10.69,3.04,3.12,34,39.5,
4,2024,2020,Ashton Hagans,Ashton Hagans,PG,4.10%,81,193,73.5,99.5,80,6'1.50'',6'8.00'',8'3.50'',10.82,2.5,3.13,29.5,36.5,
2,2022,2020,Cassius Stanley,Cassius Stanley,SG,5.80%,74.25,201.6,77,99.5,79,6'5.00'',6'7.00'',8'3.50'',11.4,2.43,3.09,34.5,44,
2,2022,2020,Cassius Winston,Cassius Winston,PG,9.00%,72.1875,196,72.5,97,78,6'0.50'',6'6.00'',8'1.00'',11.15,2.74,3.61,24,28,
2,2022,2020,CJ Elleby,CJ Elleby,SGSF,4.20%,87.5,198.6,77.5,100.5,79.25,6'5.50'',6'7.25'',8'4.50'',11.25,2.63,3.25,30.5,36.5,
3,2023,2020,Devon Dotson,Devon Dotson,PG,4.60%,82.5,185.2,72.5,95,75,6'0.50'',6'3.00'',7'11.00'',10.63,2.8,3.04,30,38.5,7
2,2022,2020,Elijah Hughes,Elijah Hughes,SFSG,10.20%,74.375,229,76.75,101.5,79.5,6'4.75'',6'7.50'',8'5.50'',,,,,,
1,2021,2020,Grant Riller,Grant Riller,PGSG,5.40%,68,178.4,72.25,96.5,77.25,6'0.25'',6'5.25'',8'0.50'',11.17,2.45,3.07,32.5,39.5,
5,2025,2020,Immanuel Quickley,Immanuel Quickley,SG,8.20%,70,185.8,74,99,80.25,6'2.00'',6'8.25'',8'3.00'',11.21,2.46,3.17,29.5,35.5,
5,2025,2020,Isaiah Joe,Isaiah Joe,SG,4.70%,68.0625,170.4,75,101,79.5,6'3.00'',6'7.50'',8'5.00'',,,,,,
5,2025,2020,Isaiah Stewart,Isaiah Stewart,C,7.50%,94.5,243,79.25,108.5,88.75,6'7.25'',7'4.75'',9'0.50'',,,,,,
4,2024,2020,Jahmi'us Ramsey,Jahmi'us Ramsey,SG,3.40%,85.3125,193.4,74.5,100.5,78,6'2.50'',6'6.00'',8'4.50'',,,,,,
1,2021,2020,Jalen Harris,Jalen Harris,SG,4.40%,78.375,193.4,74.75,97.5,79,6'2.75'',6'7.00'',8'1.50'',10.59,2.49,3.11,37.5,42.5,
5,2025,2020,Jalen Smith,Jalen Smith,PFC,3.70%,85.5625,224.6,81.25,110,86.25,6'9.25'',7'2.25'',9'2.00'',,,,,,
-2020,,2020,Jayden Scrubb,Jayden Scrubb,SGSF,3.70%,80.4375,185.2,77,104.5,81.5,6'5.00'',6'9.50'',8'8.50'',,,,,,
4,2024,2020,Jordan Nwora,Jordan Nwora,SFPF,11.68%,78.625,223,77.75,104,82.25,6'5.75'',6'10.25'',8'8.00'',11.29,2.66,3.43,29,35,
5,2025,2020,Josh Green,Josh Green,SGSF,6.80%,70,214,76.5,101.5,81.75,6'4.50'',6'9.75'',8'5.50'',10.64,2.28,3.12,30.5,39.5,
-2020,,2020,Joshua Hall,Joshua Hall,SF,7.60%,83.125,196.6,78,104.5,83,6'6.00'',6'11.00'',8'8.50'',12.16,2.62,3.38,31.5,37.5,
-2020,,2020,Kahlil Whitney,Kahlil Whitney,SF,5.30%,94.8125,205,77.5,105.5,84.25,6'5.50'',7'0.25'',8'9.50'',11.17,2.61,3.28,29,39,
-2020,,2020,Kaleb Wesson,Kaleb Wesson,C,12.50%,96.75,252.6,81.25,111.5,87.5,6'9.25'',7'3.50'',9'3.50'',11.73,2.64,3.6,21.5,27,
1,2021,2020,Karim Mane,Karim Mane,PGSG,3.73%,82.875,196,77,102,83,6'5.00'',6'11.00'',8'6.00'',11.52,2.64,3.04,31,36,
2,2022,2020,Killian Tillie,Killian Tillie,PF,12.43%,76.3125,221.6,80.75,106,80,6'8.75'',6'8.00'',8'10.00'',11.6,2.62,3.4,27.5,32,
5,2025,2020,KJ Martin,Kenyon Martin Jr.,SFPF,5.90%,74.375,213.2,78,102,79.25,6'6.00'',6'7.25'',8'6.00'',11.93,2.58,3.16,31.5,38.5,
5,2025,2020,Lamar Stevens,Lamar Stevens,SFPF,6.80%,82.875,228,77.75,101,81,6'5.75'',6'9.00'',8'5.00'',10.35,2.54,3.2,35,41,
4,2024,2020,Mamadi Diakite,Mamadi Diakite,PF,7.83%,92.25,222.1,80.5,107,87.75,6'8.50'',7'3.75'',8'11.00'',11.95,2.71,3.16,28,37,
2,2022,2020,Markus Howard,Markus Howard,PG,9.91%,65.875,170.8,69.5,91.5,72.25,5'9.50'',6'0.25'',7'7.50'',11.21,3.17,3.11,30.5,35.5,
5,2025,2020,Mason Jones,Mason Jones,SG,8.90%,74.375,207.2,75.75,102.5,79,6'3.75'',6'7.00'',8'6.50'',10.6,2.49,3.33,24,31,
2,2022,2020,Myles Powell,Myles Powell,PGSG,15.80%,72,194,72.5,99,79,6'0.50'',6'7.00'',8'3.00'',,,,,,
5,2025,2020,Naji Marshall,Naji Marshall,SF,8.70%,97.125,233.5,77.75,102.5,84.75,6'5.75'',7'0.75'',8'6.50'',11.77,2.9,3.37,28.5,35,
3,2023,2020,Nathan Knight,Nathan Knight,PFC,8.20%,85.5,235,80,109.5,86,6'8.00'',7'2.00'',9'1.50'',11.56,2.96,3.31,23,31.5,
